content,score,cleaned_content,sentiment
"terlalu banyak loading , kurang pengawasan barang beda dari foto, cada refund /pengembalian ribet dan gak jelas",1,loading awas barang beda foto cada refund kembali ribet,negatif
banyak penipu berjualan ditokopedia dan begitu anda tertipu tokopedia sulit memberikan solusi..merugikann,1,tipu jual ditokopedia tipu tokopedia sulit solusimerugikann,positif
bagus cepat,5,bagus cepat,netral
gima sih di internet iklan tokopedia bandel banget sampe di alih alih kan buat download aplikasi tokopedia. nganggu banget,5,gima sih internet iklan tokopedia bandel banget sampe alih alih download aplikasi tokopedia nganggu banget,netral
parah bgt sering belanja di toko pedia padahal tapi gak dapet playleter,1,parah bgt belanja toko dia dapet playleter,negatif
kok saya sering di cansel mulu ama pedagang nya mana udah 2x di cansel padahal saya udah bayar alamat real ga fiktif gimana sih,1,cansel mulu ama dagang nya x cansel bayar alamat real fiktif gimana sih,positif
"kenapa yaa, toko yang jualan tembakau pada di banned semua sama tokopedia, ada apa gerangan",2,yaa toko jual tembakau banned tokopedia gerangan,netral
"woy tokopedia barang aku ketipu, bisa di banned gak",1,woy tokopedia barang tipu banned,netral
kerenn,5,kerenn,netral
oke siip,5,oke siip,positif
Memang toko online yang bikin kesal sajaaaaaaa,1,toko online bikin kesal sajaaaaaaa,netral
mantappp,5,mantappp,netral
lag mulu,1,lag mulu,netral
"Alhamdulillah barang nya bagus, dan kirimannya juga cepat sesuai pesanan...👍👍👍 Tapi makin banyak toko online chat gak dibales giliran diorder seminggu pesanan digagalkan gak jelas... barang di cek masih banyak gimana sih...",2,alhamdulillah barang nya bagus kirim cepat sesuai pesan toko online chat dibales gilir order minggu pesan gagal barang cek gimana sih,positif
jangan belanja di tokoed lagi ges belanjaa gw tiba² di batalkan sistem dan dana refund tak kunjung cair?!!! waspada semua,1,belanja tokoed ges belanjaa tiba batal sistem dana refund kunjung cair waspada,negatif
"yth TokoPedia, kalau untuk lebak banten jangan pakai kurir JNE suka lemot gk kepakai disini,barang sudah dikantor sampai seminggu gk dikirim kirim.paling di jemput sendiri kekantor",4,yth tokopedia lebak banten pakai kurir jne suka lot pakai disinibarang kantor minggu kirim kirimpaling jemput kantor,netral
bagus,4,bagus,netral
lama lama males belanja di sini ikutan mwmber / langganan plus .tidak ada beda nya sama saja masih di kenakan ongkir .perlu di garis bawai bukan bermaksud tidak mau di kenakan ongkir melainkan fungsi member/ langganan plus untuk apa klau masih saja di kenakan ongkir. beda sama oren . ikutan member / langganan VIP .tapi jelas dan nyata di bebaskan ongkir. di semua toko mau beli dikit banyak tetep gratis ongkir. klau di sini cuma gimix / embel embel.,1,males belanja ikut mwmber langgan plus beda nya kena ongkir garis bawa kena ongkir fungsi member langgan plus klau kena ongkir beda oren ikut member langgan vip nyata bebas ongkir toko beli dikit tetep gratis ongkir klau gimix embel embel,negatif
"gk jelas penyelesain komplinx, sampai 10 hari, hadehhhh",1,penyelesain komplinx hadehhhh,netral
mantap Joss belanja online terpercaya,5,mantap joss belanja online percaya,positif
baru masuk .. blanja 2 kali kena tipu ... aplikasi ga recomended... uang saya masih ketahan ga bisa diambil ada 2 toko penipu namanya NIAT99 & VIANDRA .. keduanya sdh banyak melakukan penipuan dan masih bisa jualan di TOKOPEDIA .... aplikasi membagongkan... ga layak LAZADA atw SHOOPY. kecewa berat gua ama aplikasi ini,1,masuk blanja kali kena tipu aplikasi recomended uang tahan ambil toko tipu nama niat viandra tipu jual tokopedia aplikasi bagong layak lazada atw shoopy kecewa berat gua ama aplikasi,negatif
lumayan mantap,5,lumayan mantap,positif
"Aplikasi tercacat yang pernah saya pakai, tidak mau mendengarkan keluhan konsumen",1,aplikasi cacat pakai dengar keluh konsumen,negatif
"mohon untuk ongkir jangan terlalu mahal banget supaya banyak peminat nya, ini saran saya",4,mohon ongkir mahal banget minat nya saran,positif
kenapa tokped sekarang ekpedisinya lamaaa..😭😭,2,tokped ekpedisinya lamaaa,netral
belanja apapun lebih mudah disini,4,belanja apa mudah,negatif
aku download apk ini cuma pengen lihat harga doang bukanya ga mau beli tapi duit ku ga ada 😭,5,download apk lihat harga doang buka beli duit ku,positif
"cs Tokopedia ga berfungsi, pengiriman lama",1,cs tokopedia fungsi kirim,positif
mantul,5,mantul,netral
mantap,5,mantap,positif
eror pembayaran gopay,1,eror bayar gopay,negatif
aplikasi ini sangat membantu kita belanja online sangat cepat sekali pengirimanmya,5,aplikasi bantu belanja online cepat pengirimanmya,negatif
"Aplikasi sampah. makin kesini makin maksa biar gabung dgn tiktok. mending kalau praktis, ribet sue. jualan disini dah gak bikin nyaman.",1,aplikasi sampah kesini maksa biar gabung dgn tiktok mending praktis ribet sue jual bikin nyaman,negatif
lambat,1,lambat,positif
DANA REFUND SAYA MAU KAPAN DI KEMBALIKAN MIN? SAYA UDH HUBUNGI CUSTOMER SERVICE TOKOPEDIA GA DI BALES,1,dana refund kembali min hubung customer service tokopedia bales,netral
mahal tidak ada promo sekalipun,1,mahal promo,positif
sangat membantu,5,bantu,netral
👍👍👍👍😁,5,,netral
"maaf saya kasih bintang 3 dulu soalnya untuk expedisi lama banget, saya mohon untuk bisa di sediakan fitur penilaian untuk expedisi agar pelanggan puas , jangan hanya toko aja yg di beri penilaian",3,maaf kasih bintang expedisi banget mohon sedia fitur nilai expedisi langgan puas toko aja yg nilai,positif
🙏,5,,netral
proses cepat memuaskan,5,proses cepat muas,positif
keren lu,5,keren,netral
"kenapa limit gopay pinjam saya tidak kembali sama sekali, padahal sudah rutin bayar",5,limit gopay pinjam rutin bayar,netral
belanja di Tokopedia praktis bangett,5,belanja tokopedia praktis bangett,netral
puzzle silit,1,puzzle silit,netral
slow respon Tokopedia carenya,1,slow respon tokopedia carenya,positif
dana refund saya belum di terima padahal sudah melewati batas waktu yang di tentukan oleh pihak tokopedia sendiri.2 minggu dari pengajuan masih aja molor waktu kayak orang di tagih hutang.padahal di platform lain 3x24 jam udah di kembalikan dananya.sangat mengecewakan.,1,dana refund terima lewat batas tentu tokopedia minggu aju aja molor kayak orang tagih hutangpadahal platform x jam kembali dananyasangat kecewa,negatif
lambatt,1,lambatt,netral
"untuk pemesanan yg dibatalkan, tidak ada pengembalian dana. dan aplikasi perlu banyak perbaikan. dan tidak seharusnya aplikasi mengakses data pribadi pengguna. terimakasih",1,mesan yg batal kembali dana aplikasi baik aplikasi akses data pribadi guna terimakasih,netral
"hati hati sekarang di tokopedia banyaj seller penipuan, apalgi yg pakai gopaylater,bisa terkuras,dan tokopedia jelek dalam hal penanganan komplain dari pembeli,lebih banyak dari menguntungkan seller seller penipuan,hati hati belanja di tokopedia,mending di shopee,banyak promo dan gratis ongkir, tinggal kan tokopedia pilih yg lain.",1,hati hati tokopedia banyaj seller tipu apalgi yg pakai gopaylaterbisa terkurasdan tokopedia jelek tangan komplain pembelilebih untung seller seller penipuanhati hati belanja tokopediamending shopeebanyak promo gratis ongkir tinggal tokopedia pilih yg,positif
"belum ada Spesial belanja ditoped harga barang tinggi tdk seperti dishopee event giveaway settingan semua hanya orang kampung aja yg yakin benar,begitu juga yg ada dimediasosial giveaway event kode promo UNTUNGBERKAH settingan admin lebay kurang pinter profesional yg dikatakan publik jakarta sekitarnya, seharusnya jujur sistem acak random lebih real adil untuk mencari pemenang bukan loee pilih sendiri min lebay 🙈pantas byk grub wa apartemen /pd tak percy even loe 👎tdk rekomendasi",1,spesial belanja ditoped harga barang dishopee event giveaway settingan orang kampung aja yg benarbegitu yg dimediasosial giveaway event kode promo untungberkah settingan admin lebay pinter profesional yg publik jakarta jujur sistem acak random real adil cari menang loee pilih min lebay byk grub wa apartemen pd percy even rekomendasi,negatif
"Chat cs via aplikasi lama banget respon nya udah sejam lebih belum di respon, mana lagi urgent lagi, payah banget pelayanan nya.",1,chat cs via aplikasi banget respon nya jam respon urgent payah banget layan nya,positif
sangat memudahkan dalam berbelanja,5,mudah belanja,netral
Membantu perbelanjaan,5,bantu belanja,netral
uang ku balikin masa cs nya slow respon bgt minta tolong refund uangnya masa sudah melebihi batas waktu blm balik balik uangnya jumlahnya lumayan lho gimna kebijak annya klu tidak di kembalikan hari ini saya laporin ke polisi,1,uang ku balikin cs nya slow respon bgt tolong refund uang lebih batas blm uang lumayan lho gimna bijak annya klu kembali laporin polisi,positif
andalan,5,andal,netral
sangat membantu,5,bantu,netral
"Payah, pengguna lama jarang dikasih promo",5,payah guna jarang kasih promo,positif
"algoritma pencarian produk di toko seller sdh normal lagi skarang, tapi utk forum diskusi knpa msh dihilangkan, padahal sudah bagus ada forum diskusi umum, jdi ga perlu chat seller lagi ketika pertanyaan sdh ada di forum diskusi.",4,algoritma cari produk toko seller normal skarang utk forum diskusi knpa msh hilang bagus forum diskusi chat seller forum diskusi,positif
"fitur mudah , program tepat, jual beli jd asyik.",5,fitur mudah program jual beli asyik,positif
belanja cepat & hemat,5,belanja cepat hemat,netral
Beli online di Tokopedia biar ga ribet...ada kesalahan di penjual...pembelinya yang disuruh ribet...,1,beli online tokopedia biar ribetada salah penjualpembelinya suruh ribet,negatif
baik dàn amanah,5,d n amanah,positif
"dr sekian bnyak jasa jual beli online yg udah sya coba,hnya Tokopedia yang bermasalah.masak kok sekelas Tokopedia memberikan izin penipu buat buka lapak di sini.kmrn sya kena tipu psen mamy Poko yg dtang mlah casing hp.sya chat penjual gk da respon,sya chat pihak ToPed udah sya jalankan arahan plih kurir buat retur sya tunggu kurir ternyata GK bisa,tp dr pihak ToPed bukan ksi rekomendasi lg kurir lain mlah sya sruh krim manual dgn ongkir sya dlu.sya korbannya sya yg repot, tp mereka lepas tangan",1,dr sekian bnyak jasa jual beli online yg sya cobahnya tokopedia bermasalahmasak kelas tokopedia izin tipu buka lapak sinikmrn sya kena tipu psen mamy poko yg dtang mlah casing hpsya chat jual da responsya chat toped sya jalan arah plih kurir retur sya tunggu kurir bisatp dr toped ksi rekomendasi lg kurir mlah sya sruh krim manual dgn ongkir sya dlusya korban sya yg repot lepas tangan,netral
"refund dana gak di balikin.. pesanan paket banyak yang stuck status GK update"" solusi nya buntu",1,refund dana balikin pesan paket stuck status update solusi nya buntu,positif
tap lasssh,4,tap lasssh,netral
cepat dan mudah mencari barang,5,cepat mudah cari barang,negatif
ada Toko penipu tapi tidak ada tindaklanjut dr Pihak tokopedianya,2,toko tipu tindaklanjut dr tokopedianya,netral
"ada kendala di pembelian namun CS tidak respon, mending beli di online shop sebelah",1,kendala beli cs respon mending beli online shop belah,netral
pelayanan produknya sangat bagus dan bero,5,layan produk bagus bero,positif
mayan lah,4,mayan,netral
enak lah,5,enak,netral
Terimakasih atas respon anda tentang permhon kami Toko Pedia adalah satu2nya tempat belanja online andalan kami semoga Toko Pedia tetap jaya,5,terimakasih respon permhon toko dia satu belanja online andal moga toko dia jaya,positif
Ribetttt kurang lengkap nyusahin konsumen menu transaksi dll,1,ribetttt lengkap nyusahin konsumen menu transaksi dll,positif
lumayan,4,lumayan,netral
payah tokopedia pelit diskon,2,payah tokopedia pelit diskon,positif
Tokopedia mantap pengiriman nya juga cepet,5,tokopedia mantap kirim nya cepet,positif
"tokped selama ini bagus dan saya puas tapi kenapa bisa kerjasama dengan SAPX paket saya ga sampe sampe membuat saya kecewa,semoga jadi perhatian nanti",5,tokped bagus puas kerjasama sapx paket sampe sampe kecewasemoga perhati,positif
"paket hand over mulu pengiriman jadi lambat, mohon di perbaiki",1,paket hand over mulu kirim lambat mohon baik,positif
buggg,1,buggg,netral
makasih toko pedia,5,makasih toko dia,netral
i like,5,i like,netral
muantap sangat membantu,5,muantap bantu,netral
disini bnyak yang murah termasuk pods,5,bnyak murah pods,netral
"Kapok belanja di sini,saya kena tipu penjual di sini ,,yg saya gk habis pikir kok bisa ya ini tokopedia membiarkan toko nya masih berjualan padahal sudah jelas ulasan nya jelek banyak kena tipu...satu lagi klwpun ada pengembalian dana harus mengembalikan barang terlebib dahulu tapi merasa di persulit dan tdk bisa di retur alamat penjual juga tdk jelas..hangus sudah uang saya disini ,,buat yg mau belnja disini hati hafi jgn sampai kalian mengalami seperti sya..",1,kapok belanja sinisaya kena tipu jual yg habis pikir ya tokopedia biar toko nya jual ulas nya jelek kena tipusatu klwpun kembali dana kembali barang terlebib sulit retur alamat jual jelashangus uang yg belnja hati hafi alami sya,netral
kok tampilan Aplikasi Tokopedia sekarang berubah.. ngga ada history belanja kita..? wah sepertinya Tokopedia Lagi sekarat nih.. mau tutup juga kayak Lapak sebelah ya.. 😂,1,tampil aplikasi tokopedia ubah history belanja tokopedia sekarat nih tutup kayak lapak belah ya,negatif
selama ini cukup bagus 👍,5,bagus,netral
bagus,5,bagus,netral
Dear Tokopedia. Mohon Tambahkan fitur pemberian rate untuk kurir karena ada beberapa kurir yang tidak memuaskan,5,dear tokopedia mohon tambah fitur beri rate kurir kurir muas,positif
"saldo tokopedia tidak bisa ditambah,jadi saya beri bintang 2 saja.",2,saldo tokopedia ditambahjadi bintang,positif
ok,5,oke,positif
ok mksh banget....,5,oke mksh banget,positif
"dana saya tidak kembali, pihak Tokopedia tidak bertanggung jawab, padahal saya udah jelas pesan barang salah dan udah komplain, malah dana diteruskan ke penjual. Tokopedia sekarang jadi parah..",1,dana tokopedia tanggung pesan barang salah komplain dana terus jual tokopedia parah,netral
"Tokopedia Care Mulai Chat dengan TANYA nya tidak ada respon, kirim pesan berkali-kali dikacangin. SAMEDAY jg ENGGA BANGET!!! Estimasi tgl 22 April - 23 April maksimal 18.00 keburu toko tutup dan dilanjut besok, yang artinya jadi tgl 24 April donk",1,tokopedia care chat nya respon kirim pesan berkalikali dikacangin sameday engga banget estimasi tanggal april april maksimal keburu toko tutup lanjut besok tanggal april donk,positif
"oke sih untuk Tokopedia sekarang cuman banyak saran yang seharusnya di terapkan ke Tokopedia agar tidak kalah keren dengan aplikasi belanja sejenis. Seperti menu Pengembalian Barang ( Berubah Pikiran ), dan Voucher Gratis Ongkir di perbanyak dan saat pakai Voucher Gratis Ongkir bisa pilih pengiriman yang kita mau karena biasanya cuman dapet JNE terus akhirnya pengiriman gak bisa maksimal alias lebih lama dari yang lain",5,oke sih tokopedia cuman saran terap tokopedia kalah keren aplikasi belanja jenis menu kembali barang ubah pikir voucher gratis ongkir banyak pakai voucher gratis ongkir pilih kirim cuman dapet jne kirim maksimal alias,positif
di Tokopedia ada Motor fiz r bekasss gak?,5,tokopedia motor fiz r bekasss,netral
👍👍👍👍👍,5,,netral
ok,5,oke,positif
lokasi pembelian sangat dekat..mudah murah,5,lokasi beli dekatmudah murah,netral
banyak item yg gabisa ditemukan di app mobile tapi di web laptop/pc ada,3,item yg gabisa temu app mobile web laptoppc,netral
untuk keseluruhan udah bagus,5,bagus,netral
"PENJUAL TIDAK BERTANGGUNG JAWAB, KURIR TIDAK BERTANGGUNG JAWAB, TOKOPEDIA TIDAK BISA APA-APA.",1,jual tanggung kurir tanggung tokopedia apaapa,negatif
"update sering tapi performa aplikasi biasa z, malah gonta ganti tampilan menu, gk konsisten",2,update performa aplikasi z gonta ganti tampil menu konsisten,negatif
nice,5,nice,positif
simpel.. cepat.. puas,5,simpel cepat puas,positif
"Pleace, aktifkan menu blokir penjual / pedagang, pedagang yang gak mau tanggung jawab biar tidak muncul lagi di beranda, biar kita gak salah belanja lagi di toko yang sama",3,pleace aktif menu blokir jual dagang dagang tanggung biar muncul beranda biar salah belanja toko,negatif
"Banyak Toko nakal. Tricknya : Bila anda membeli dg voucher promo. Barang sengaja diberikan seri kualitas lebih rendah, bisa dipakai tapi tidak seusai standard. Total kerugian sama dengan promo. Bila komplain kena dilema, akan ribet, tukar brg ditolak, minta balik kelebihan-cuek,refund kena cas ongkir, rugi waktu, kembali dana lama, dana admin&aplikasi gak kembali. Mesti pesan lagi ditoko lain. Rugi waktu. Ini bukan cuma sekali. Sepertinya sengaja dan tokopedia tutup mata. Pantas hampir bangkrut.",1,toko nakal tricknya beli dg voucher promo barang sengaja seri kualitas rendah pakai standard total rugi promo komplain kena dilema ribet tukar brg tolak kelebihancuekrefund kena cas ongkir rugi dana dana adminaplikasi mesti pesan toko rugi sengaja tokopedia tutup mata bangkrut,negatif
